s_city_id,s_city,s_lat,s_lon,s_pop,s_country,s_Volume,e_city_id,e_City,e_lat,e_lon,e_pop,e_country,e_vol
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,96,Mar del Plata,-38.00002033,-57.57998438,554916,Argentina,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,97,Marbella,36.51661989,-4.88333012,153069.5,Spain,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,98,Marietta,33.95561342,-84.54324813,61360,United States of America,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,99,Maseru,-29.31667438,27.48327307,239839.5,Lesotho,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,100,Masvingo,-20.05961668,30.8200203,76300.5,Zimbabwe,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,101,Mataro,41.53995668,2.45002071,149826,Spain,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,102,Matsue,35.46699404,133.0666475,150527,Japan,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,103,Matsumoto,36.2404352,137.9700175,217796.5,Japan,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,104,Matsuyama,33.84554262,132.765839,525089,Japan,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,105,Medenine,33.399999,10.41669956,61705,Tunisia,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,106,Medina,24.49998903,39.5800024,1010000,Saudi Arabia,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,107,Melbourne,28.08331036,-80.60832035,170870,United States of America,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,108,Melbourne,-37.82003131,144.9750162,2131812.5,Australia,1
579,Rome,41.89595563,12.48325842,1687226,Italy,800446,109,Metairie,29.98386619,-90.15277653,270171,United States of America,1
